timestamp,target,segment
2022-03-11,83.0,1
2022-03-12,105.0,1
2022-03-13,88.0,1
2022-03-14,74.0,1
2022-03-15,83.0,1
2022-03-16,90.0,1
2022-03-17,75.0,1
2022-03-18,100.0,1
2022-03-19,91.0,1
2022-03-20,94.0,1
2022-03-21,67.0,1
2022-03-22,82.0,1
2022-03-23,74.0,1
2022-03-24,76.0,1
2022-03-25,62.0,1
2022-03-26,77.0,1
2022-03-27,63.0,1
2022-03-28,45.0,1
2022-03-29,45.0,1
2022-03-30,57.0,1
2022-03-31,57.0,1
2022-04-01,64.0,1
2022-04-02,43.0,1
2022-04-03,59.0,1
2022-04-04,43.0,1
2022-04-05,57.0,1
2022-04-06,49.0,1
2022-04-07,60.0,1
2022-04-08,65.0,1
2022-04-09,86.0,1
2022-04-10,49.0,1
2022-04-11,41.0,1
2022-04-12,48.0,1
2022-04-13,50.0,1
2022-04-14,66.0,1
2022-04-15,69.0,1
2022-04-16,62.0,1
2022-04-17,55.0,1
2022-04-18,44.0,1
2022-04-19,58.0,1
2022-04-20,66.0,1
2022-04-21,46.0,1
2022-04-22,71.0,1
2022-04-23,66.0,1
2022-04-24,56.0,1
2022-04-25,57.0,1
2022-04-26,74.0,1
2022-04-27,61.0,1
2022-04-28,67.0,1
2022-04-29,50.0,1
2022-04-30,88.0,1
2022-05-01,50.0,1
2022-05-02,78.0,1
2022-05-03,69.0,1
2022-05-04,42.0,1
2022-05-05,54.0,1
2022-05-06,80.0,1
2022-05-07,83.0,1
2022-05-08,75.0,1
2022-05-09,34.0,1
2022-05-10,63.0,1
2022-05-11,52.0,1
2022-05-12,63.0,1
2022-05-13,40.0,1
2022-05-14,67.0,1
2022-05-15,64.0,1
2022-05-16,45.0,1
2022-05-17,56.0,1
2022-05-18,74.0,1
2022-05-19,66.0,1
2022-05-20,67.0,1
2022-05-21,92.0,1
2022-05-22,81.0,1
2022-05-23,54.0,1
2022-05-24,53.0,1
2022-05-25,71.0,1
2022-05-26,74.0,1
2022-05-27,61.0,1
2022-05-28,78.0,1
2022-05-29,60.0,1
2022-05-30,48.0,1
2022-05-31,55.0,1
2022-06-01,57.0,1
2022-06-02,53.0,1
2022-06-03,57.0,1
2022-06-04,92.0,1
2022-06-05,72.0,1
2022-06-06,61.0,1
2022-06-07,59.0,1
2022-06-08,63.0,1
2022-06-09,55.0,1
2022-06-10,57.0,1
2022-06-11,65.0,1
2022-06-12,72.0,1
2022-06-13,59.0,1
2022-06-14,61.0,1
2022-06-15,84.0,1
2022-06-16,62.0,1
2022-06-17,60.0,1
2022-06-18,72.0,1
2022-06-19,71.0,1
2022-06-20,57.0,1
2022-06-21,53.0,1
2022-06-22,63.0,1
2022-06-23,59.0,1
2022-06-24,67.0,1
2022-06-25,59.0,1
2022-06-26,59.0,1
2022-06-27,45.0,1
2022-06-28,67.0,1
2022-06-29,65.0,1
2022-06-30,53.0,1
2022-07-01,67.0,1
2022-07-02,65.0,1
2022-07-03,65.0,1
2022-07-04,60.0,1
2022-07-05,50.0,1
2022-07-06,55.0,1
2022-07-07,56.0,1
2022-07-08,81.0,1
2022-07-09,74.0,1
2022-07-10,58.0,1
2022-07-11,56.0,1
2022-07-12,70.0,1
2022-07-13,64.0,1
2022-07-14,57.0,1
2022-07-15,65.0,1
2022-07-16,80.0,1
2022-07-17,61.0,1
2022-07-18,55.0,1
2022-07-19,70.0,1
2022-07-20,48.0,1
2022-07-21,51.0,1
2022-07-22,67.0,1
2022-07-23,79.0,1
2022-07-24,71.0,1
2022-07-25,56.0,1
2022-07-26,65.0,1
2022-07-27,58.0,1
2022-07-28,61.0,1
2022-07-29,73.0,1
2022-07-30,68.0,1
2022-07-31,81.0,1
2022-08-01,54.0,1
2022-08-02,61.0,1
2022-08-03,64.0,1
2022-08-04,54.0,1
2022-08-05,67.0,1
2022-08-06,66.0,1
2022-08-07,54.0,1
2022-08-08,66.0,1
2022-08-09,69.0,1
2022-08-10,76.0,1
2022-08-11,73.0,1
2022-08-12,67.0,1
2022-08-13,78.0,1
2022-08-14,56.0,1
2022-08-15,65.0,1
2022-08-16,58.0,1
2022-08-17,56.0,1
2022-08-18,56.0,1
2022-08-19,74.0,1
2022-08-20,77.0,1
2022-08-21,72.0,1
2022-08-22,54.0,1
2022-08-23,41.0,1
2022-08-24,58.0,1
2022-08-25,58.0,1
2022-08-26,53.0,1
2022-08-27,50.0,1
2022-08-28,51.0,1
2022-08-29,33.0,1
2022-08-30,55.0,1
2022-08-31,50.0,1
2022-09-01,38.0,1
2022-09-02,43.0,1
2022-09-03,62.0,1
2022-09-04,61.0,1
2022-09-05,35.0,1
2022-09-06,41.0,1
2022-09-07,51.0,1
2022-09-08,44.0,1
2022-09-09,59.0,1
2022-09-10,67.0,1
2022-09-11,63.0,1
2022-09-12,37.0,1
2022-09-13,48.0,1
2022-09-14,29.0,1
2022-09-15,54.0,1
2022-09-16,45.0,1
2022-09-17,73.0,1
2022-09-18,57.0,1
2022-09-19,25.0,1
2022-09-20,41.0,1
2022-09-21,39.0,1
2022-09-22,49.0,1
2022-09-23,52.0,1
2022-09-24,46.0,1
2022-09-25,53.0,1
2022-09-26,45.0,1
2022-09-27,55.0,1
2022-09-28,39.0,1
2022-09-29,44.0,1
2022-09-30,39.0,1
2022-10-01,48.0,1
2022-10-02,52.0,1
2022-10-03,27.0,1
2022-10-04,43.0,1
2022-10-05,46.0,1
2022-10-06,59.0,1
2022-10-07,62.0,1
2022-10-08,68.0,1
2022-10-09,55.0,1
2022-10-10,54.0,1
2022-10-11,46.0,1
2022-10-12,52.0,1
2022-10-13,48.0,1
2022-10-14,48.0,1
2022-10-15,81.0,1
2022-10-16,65.0,1
2022-10-17,41.0,1
2022-10-18,40.0,1
2022-10-19,44.0,1
2022-10-20,57.0,1
2022-10-21,61.0,1
2022-10-22,73.0,1
2022-10-23,58.0,1
2022-10-24,51.0,1
2022-10-25,58.0,1
2022-10-26,47.0,1
2022-10-27,67.0,1
2022-10-28,67.0,1
2022-10-29,70.0,1
2022-10-30,76.0,1
2022-10-31,64.0,1
2022-11-01,64.0,1
2022-11-02,64.0,1
2022-11-03,61.0,1
2022-11-04,77.0,1
2022-11-05,94.0,1
2022-11-06,67.0,1
2022-11-07,50.0,1
2022-11-08,33.0,1
2022-11-09,50.0,1
2022-11-10,48.0,1
2022-11-11,68.0,1
2022-11-12,74.0,1
2022-11-13,58.0,1
2022-11-14,51.0,1
2022-11-15,82.0,1
2022-11-16,53.0,1
2022-11-17,61.0,1
2022-11-18,72.0,1
2022-11-19,89.0,1
2022-11-20,87.0,1
2022-11-21,46.0,1
2021-11-22,183.0,2
2021-11-23,226.0,2
2021-11-24,213.0,2
2021-11-25,229.0,2
2021-11-26,232.0,2
2021-11-27,268.0,2
2021-11-28,238.0,2
2021-11-29,189.0,2
2021-11-30,157.0,2
2021-12-01,201.0,2
2021-12-02,205.0,2
2021-12-03,257.0,2
2021-12-04,335.0,2
2021-12-05,280.0,2
2021-12-06,274.0,2
2021-12-07,220.0,2
2021-12-08,236.0,2
2021-12-09,255.0,2
2021-12-10,275.0,2
2021-12-11,305.0,2
2021-12-12,341.0,2
2021-12-13,249.0,2
2021-12-14,308.0,2
2021-12-15,295.0,2
2021-12-16,272.0,2
2021-12-17,295.0,2
2021-12-18,388.0,2
2021-12-19,344.0,2
2021-12-20,281.0,2
2021-12-21,273.0,2
2021-12-22,279.0,2
2021-12-23,296.0,2
2021-12-24,333.0,2
2021-12-25,380.0,2
2021-12-26,398.0,2
2021-12-27,346.0,2
2021-12-28,408.0,2
2021-12-29,404.0,2
2021-12-30,433.0,2
2021-12-31,300.0,2
2022-01-01,4.0,2
2022-01-02,272.0,2
2022-01-03,366.0,2
2022-01-04,376.0,2
2022-01-05,366.0,2
2022-01-06,340.0,2
2022-01-07,231.0,2
2022-01-08,316.0,2
2022-01-09,243.0,2
2022-01-10,156.0,2
2022-01-11,176.0,2
2022-01-12,177.0,2
2022-01-13,155.0,2
2022-01-14,173.0,2
2022-01-15,190.0,2
2022-01-16,198.0,2
2022-01-17,152.0,2
2022-01-18,126.0,2
2022-01-19,148.0,2
2022-01-20,151.0,2
2022-01-21,171.0,2
2022-01-22,199.0,2
2022-01-23,170.0,2
2022-01-24,122.0,2
2022-01-25,168.0,2
2022-01-26,153.0,2
2022-01-27,150.0,2
2022-01-28,149.0,2
2022-01-29,181.0,2
2022-01-30,177.0,2
2022-01-31,118.0,2
2022-02-01,129.0,2
2022-02-02,134.0,2
2022-02-03,161.0,2
2022-02-04,180.0,2
2022-02-05,210.0,2
2022-02-06,174.0,2
2022-02-07,150.0,2
2022-02-08,246.0,2
2022-02-09,161.0,2
2022-02-10,183.0,2
2022-02-11,193.0,2
2022-02-12,243.0,2
2022-02-13,235.0,2
2022-02-14,170.0,2
2022-02-15,204.0,2
2022-02-16,174.0,2
2022-02-17,171.0,2
2022-02-18,202.0,2
2022-02-19,220.0,2
2022-02-20,232.0,2
2022-02-21,206.0,2
2022-02-22,246.0,2
2022-02-23,239.0,2
2022-02-24,201.0,2
2022-02-25,235.0,2
2022-02-26,220.0,2
2022-02-27,234.0,2
2022-02-28,173.0,2
2022-03-01,254.0,2
2022-03-02,265.0,2
2022-03-03,298.0,2
2022-03-04,363.0,2
2022-03-05,348.0,2
2022-03-06,355.0,2
2022-03-07,358.0,2
2022-03-08,258.0,2
2022-03-09,174.0,2
2022-03-10,182.0,2
2022-03-11,223.0,2
2022-03-12,245.0,2
2022-03-13,241.0,2
2022-03-14,184.0,2
2022-03-15,260.0,2
2022-03-16,233.0,2
2022-03-17,205.0,2
2022-03-18,240.0,2
2022-03-19,301.0,2
2022-03-20,229.0,2
2022-03-21,201.0,2
2022-03-22,201.0,2
2022-03-23,213.0,2
2022-03-24,220.0,2
2022-03-25,245.0,2
2022-03-26,219.0,2
2022-03-27,171.0,2
2022-03-28,136.0,2
2022-03-29,154.0,2
2022-03-30,202.0,2
2022-03-31,201.0,2
2022-04-01,200.0,2
2022-04-02,206.0,2
2022-04-03,173.0,2
2022-04-04,144.0,2
2022-04-05,187.0,2
2022-04-06,191.0,2
2022-04-07,164.0,2
2022-04-08,225.0,2
2022-04-09,269.0,2
2022-04-10,219.0,2
2022-04-11,148.0,2
2022-04-12,169.0,2
2022-04-13,183.0,2
2022-04-14,239.0,2
2022-04-15,240.0,2
2022-04-16,204.0,2
2022-04-17,199.0,2
2022-04-18,164.0,2
2022-04-19,172.0,2
2022-04-20,191.0,2
2022-04-21,159.0,2
2022-04-22,200.0,2
2022-04-23,198.0,2
2022-04-24,154.0,2
2022-04-25,160.0,2
2022-04-26,206.0,2
2022-04-27,198.0,2
2022-04-28,218.0,2
2022-04-29,242.0,2
2022-04-30,280.0,2
2022-05-01,183.0,2
2022-05-02,197.0,2
2022-05-03,208.0,2
2022-05-04,167.0,2
2022-05-05,226.0,2
2022-05-06,236.0,2
2022-05-07,258.0,2
2022-05-08,228.0,2
2022-05-09,76.0,2
2022-05-10,198.0,2
2022-05-11,224.0,2
2022-05-12,194.0,2
2022-05-13,182.0,2
2022-05-14,265.0,2
2022-05-15,232.0,2
2022-05-16,185.0,2
2022-05-17,138.0,2
2022-05-18,223.0,2
2022-05-19,196.0,2
2022-05-20,217.0,2
2022-05-21,253.0,2
2022-05-22,212.0,2
2022-05-23,189.0,2
2022-05-24,229.0,2
2022-05-25,215.0,2
2022-05-26,254.0,2
2022-05-27,209.0,2
2022-05-28,270.0,2
2022-05-29,235.0,2
2022-05-30,218.0,2
2022-05-31,174.0,2
2022-06-01,216.0,2
2022-06-02,218.0,2
2022-06-03,230.0,2
2022-06-04,290.0,2
2022-06-05,269.0,2
2022-06-06,227.0,2
2022-06-07,261.0,2
2022-06-08,231.0,2
2022-06-09,225.0,2
2022-06-10,247.0,2
2022-06-11,264.0,2
2022-06-12,266.0,2
2022-06-13,247.0,2
2022-06-14,218.0,2
2022-06-15,253.0,2
2022-06-16,234.0,2
2022-06-17,243.0,2
2022-06-18,279.0,2
2022-06-19,249.0,2
2022-06-20,227.0,2
2022-06-21,209.0,2
2022-06-22,244.0,2
2022-06-23,268.0,2
2022-06-24,268.0,2
2022-06-25,235.0,2
2022-06-26,196.0,2
2022-06-27,154.0,2
2022-06-28,213.0,2
2022-06-29,242.0,2
2022-06-30,228.0,2
2022-07-01,256.0,2
2022-07-02,257.0,2
2022-07-03,217.0,2
2022-07-04,187.0,2
2022-07-05,210.0,2
2022-07-06,247.0,2
2022-07-07,216.0,2
2022-07-08,307.0,2
2022-07-09,284.0,2
2022-07-10,238.0,2
2022-07-11,209.0,2
2022-07-12,255.0,2
2022-07-13,263.0,2
2022-07-14,231.0,2
2022-07-15,302.0,2
2022-07-16,318.0,2
2022-07-17,255.0,2
2022-07-18,237.0,2
2022-07-19,277.0,2
2022-07-20,232.0,2
2022-07-21,243.0,2
2022-07-22,274.0,2
2022-07-23,281.0,2
2022-07-24,238.0,2
2022-07-25,226.0,2
2022-07-26,232.0,2
2022-07-27,248.0,2
2022-07-28,229.0,2
2022-07-29,271.0,2
2022-07-30,282.0,2
2022-07-31,283.0,2
2022-08-01,219.0,2
2022-08-02,246.0,2
2022-08-03,229.0,2
2022-08-04,233.0,2
2022-08-05,253.0,2
2022-08-06,234.0,2
2022-08-07,200.0,2
2022-08-08,258.0,2
2022-08-09,261.0,2
2022-08-10,239.0,2
2022-08-11,259.0,2
2022-08-12,235.0,2
2022-08-13,256.0,2
2022-08-14,233.0,2
2022-08-15,241.0,2
2022-08-16,246.0,2
2022-08-17,234.0,2
2022-08-18,237.0,2
2022-08-19,280.0,2
2022-08-20,253.0,2
2022-08-21,237.0,2
2022-08-22,210.0,2
2022-08-23,206.0,2
2022-08-24,215.0,2
2022-08-25,211.0,2
2022-08-26,207.0,2
2022-08-27,254.0,2
2022-08-28,229.0,2
2022-08-29,213.0,2
2022-08-30,236.0,2
2022-08-31,159.0,2
2022-09-01,169.0,2
2022-09-02,186.0,2
2022-09-03,258.0,2
2022-09-04,215.0,2
2022-09-05,163.0,2
2022-09-06,187.0,2
2022-09-07,174.0,2
2022-09-08,201.0,2
2022-09-09,225.0,2
2022-09-10,275.0,2
2022-09-11,223.0,2
2022-09-12,203.0,2
2022-09-13,199.0,2
2022-09-14,184.0,2
2022-09-15,249.0,2
2022-09-16,190.0,2
2022-09-17,259.0,2
2022-09-18,209.0,2
2022-09-19,129.0,2
2022-09-20,185.0,2
2022-09-21,194.0,2
2022-09-22,243.0,2
2022-09-23,258.0,2
2022-09-24,163.0,2
2022-09-25,226.0,2
2022-09-26,181.0,2
2022-09-27,229.0,2
2022-09-28,224.0,2
2022-09-29,206.0,2
2022-09-30,201.0,2
2022-10-01,238.0,2
2022-10-02,244.0,2
2022-10-03,167.0,2
2022-10-04,215.0,2
2022-10-05,231.0,2
2022-10-06,261.0,2
2022-10-07,270.0,2
2022-10-08,318.0,2
2022-10-09,295.0,2
2022-10-10,228.0,2
2022-10-11,252.0,2
2022-10-12,228.0,2
2022-10-13,242.0,2
2022-10-14,261.0,2
2022-10-15,300.0,2
2022-10-16,249.0,2
2022-10-17,177.0,2
2022-10-18,202.0,2
2022-10-19,229.0,2
2022-10-20,258.0,2
2022-10-21,245.0,2
2022-10-22,311.0,2
2022-10-23,296.0,2
2022-10-24,198.0,2
2022-10-25,243.0,2
2022-10-26,246.0,2
2022-10-27,251.0,2
2022-10-28,292.0,2
2022-10-29,281.0,2
2022-10-30,281.0,2
2022-10-31,221.0,2
2022-11-01,241.0,2
2022-11-02,299.0,2
2022-11-03,322.0,2
2022-11-04,376.0,2
2022-11-05,379.0,2
2022-11-06,263.0,2
2022-11-07,223.0,2
2022-11-08,200.0,2
2022-11-09,244.0,2
2022-11-10,266.0,2
2022-11-11,273.0,2
2022-11-12,334.0,2
2022-11-13,264.0,2
2022-11-14,215.0,2
2022-11-15,286.0,2
2022-11-16,229.0,2
2022-11-17,228.0,2
2022-11-18,257.0,2
2022-11-19,273.0,2
2022-11-20,231.0,2
2022-11-21,200.0,2
2021-11-22,361.0,3
2021-11-23,403.0,3
2021-11-24,365.0,3
2021-11-25,366.0,3
2021-11-26,372.0,3
2021-11-27,426.0,3
2021-11-28,378.0,3
2021-11-29,323.0,3
2021-11-30,337.0,3
2021-12-01,361.0,3
2021-12-02,389.0,3
2021-12-03,420.0,3
2021-12-04,505.0,3
2021-12-05,449.0,3
2021-12-06,413.0,3
2021-12-07,384.0,3
2021-12-08,419.0,3
2021-12-09,419.0,3
2021-12-10,460.0,3
2021-12-11,427.0,3
2021-12-12,453.0,3
2021-12-13,381.0,3
2021-12-14,439.0,3
2021-12-15,514.0,3
2021-12-16,431.0,3
2021-12-17,445.0,3
2021-12-18,512.0,3
2021-12-19,456.0,3
2021-12-20,423.0,3
2021-12-21,376.0,3
2021-12-22,378.0,3
2021-12-23,435.0,3
2021-12-24,440.0,3
2021-12-25,452.0,3
2021-12-26,485.0,3
2021-12-27,455.0,3
2021-12-28,549.0,3
2021-12-29,588.0,3
2021-12-30,599.0,3
2021-12-31,452.0,3
2022-01-01,8.0,3
2022-01-02,347.0,3
2022-01-03,413.0,3
2022-01-04,397.0,3
2022-01-05,358.0,3
2022-01-06,416.0,3
2022-01-07,301.0,3
2022-01-08,428.0,3
2022-01-09,332.0,3
2022-01-10,289.0,3
2022-01-11,271.0,3
2022-01-12,287.0,3
2022-01-13,264.0,3
2022-01-14,261.0,3
2022-01-15,403.0,3
2022-01-16,352.0,3
2022-01-17,325.0,3
2022-01-18,295.0,3
2022-01-19,303.0,3
2022-01-20,307.0,3
2022-01-21,317.0,3
2022-01-22,369.0,3
2022-01-23,322.0,3
2022-01-24,329.0,3
2022-01-25,305.0,3
2022-01-26,312.0,3
2022-01-27,253.0,3
2022-01-28,291.0,3
2022-01-29,350.0,3
2022-01-30,276.0,3
2022-01-31,266.0,3
2022-02-01,308.0,3
2022-02-02,338.0,3
2022-02-03,299.0,3
2022-02-04,397.0,3
2022-02-05,394.0,3
2022-02-06,340.0,3
2022-02-07,297.0,3
2022-02-08,352.0,3
2022-02-09,381.0,3
2022-02-10,355.0,3
2022-02-11,366.0,3
2022-02-12,390.0,3
2022-02-13,330.0,3
2022-02-14,373.0,3
2022-02-15,409.0,3
2022-02-16,351.0,3
2022-02-17,369.0,3
2022-02-18,380.0,3
2022-02-19,415.0,3
2022-02-20,402.0,3
2022-02-21,426.0,3
2022-02-22,488.0,3
2022-02-23,397.0,3
2022-02-24,314.0,3
2022-02-25,360.0,3
2022-02-26,400.0,3
2022-02-27,326.0,3
2022-02-28,328.0,3
2022-03-01,383.0,3
2022-03-02,403.0,3
2022-03-03,379.0,3
2022-03-04,422.0,3
2022-03-05,443.0,3
2022-03-06,472.0,3
2022-03-07,435.0,3
2022-03-08,283.0,3
2022-03-09,391.0,3
2022-03-10,443.0,3
2022-03-11,515.0,3
2022-03-12,449.0,3
2022-03-13,425.0,3
2022-03-14,471.0,3
2022-03-15,593.0,3
2022-03-16,494.0,3
2022-03-17,482.0,3
2022-03-18,483.0,3
2022-03-19,477.0,3
2022-03-20,448.0,3
2022-03-21,435.0,3
2022-03-22,417.0,3
2022-03-23,427.0,3
2022-03-24,434.0,3
2022-03-25,411.0,3
2022-03-26,396.0,3
2022-03-27,370.0,3
2022-03-28,352.0,3
2022-03-29,349.0,3
2022-03-30,400.0,3
2022-03-31,380.0,3
2022-04-01,394.0,3
2022-04-02,379.0,3
2022-04-03,347.0,3
2022-04-04,333.0,3
2022-04-05,403.0,3
2022-04-06,411.0,3
2022-04-07,357.0,3
2022-04-08,410.0,3
2022-04-09,465.0,3
2022-04-10,368.0,3
2022-04-11,331.0,3
2022-04-12,391.0,3
2022-04-13,378.0,3
2022-04-14,423.0,3
2022-04-15,405.0,3
2022-04-16,350.0,3
2022-04-17,365.0,3
2022-04-18,362.0,3
2022-04-19,372.0,3
2022-04-20,422.0,3
2022-04-21,343.0,3
2022-04-22,417.0,3
2022-04-23,364.0,3
2022-04-24,265.0,3
2022-04-25,371.0,3
2022-04-26,370.0,3
2022-04-27,323.0,3
2022-04-28,416.0,3
2022-04-29,412.0,3
2022-04-30,430.0,3
2022-05-01,316.0,3
2022-05-02,333.0,3
2022-05-03,351.0,3
2022-05-04,318.0,3
2022-05-05,393.0,3
2022-05-06,433.0,3
2022-05-07,389.0,3
2022-05-08,322.0,3
2022-05-09,203.0,3
2022-05-10,332.0,3
2022-05-11,368.0,3
2022-05-12,355.0,3
2022-05-13,326.0,3
2022-05-14,384.0,3
2022-05-15,375.0,3
2022-05-16,331.0,3
2022-05-17,324.0,3
2022-05-18,374.0,3
2022-05-19,329.0,3
2022-05-20,381.0,3
2022-05-21,341.0,3
2022-05-22,381.0,3
2022-05-23,364.0,3
2022-05-24,318.0,3
2022-05-25,360.0,3
2022-05-26,333.0,3
2022-05-27,277.0,3
2022-05-28,339.0,3
2022-05-29,356.0,3
2022-05-30,406.0,3
2022-05-31,319.0,3
2022-06-01,337.0,3
2022-06-02,326.0,3
2022-06-03,343.0,3
2022-06-04,443.0,3
2022-06-05,393.0,3
2022-06-06,390.0,3
2022-06-07,423.0,3
2022-06-08,386.0,3
2022-06-09,352.0,3
2022-06-10,403.0,3
2022-06-11,374.0,3
2022-06-12,347.0,3
2022-06-13,303.0,3
2022-06-14,374.0,3
2022-06-15,481.0,3
2022-06-16,410.0,3
2022-06-17,349.0,3
2022-06-18,404.0,3
2022-06-19,396.0,3
2022-06-20,383.0,3
2022-06-21,403.0,3
2022-06-22,387.0,3
2022-06-23,337.0,3
2022-06-24,363.0,3
2022-06-25,335.0,3
2022-06-26,318.0,3
2022-06-27,264.0,3
2022-06-28,393.0,3
2022-06-29,361.0,3
2022-06-30,319.0,3
2022-07-01,404.0,3
2022-07-02,380.0,3
2022-07-03,326.0,3
2022-07-04,317.0,3
2022-07-05,283.0,3
2022-07-06,427.0,3
2022-07-07,343.0,3
2022-07-08,418.0,3
2022-07-09,373.0,3
2022-07-10,341.0,3
2022-07-11,323.0,3
2022-07-12,400.0,3
2022-07-13,379.0,3
2022-07-14,361.0,3
2022-07-15,461.0,3
2022-07-16,429.0,3
2022-07-17,404.0,3
2022-07-18,344.0,3
2022-07-19,405.0,3
2022-07-20,409.0,3
2022-07-21,364.0,3
2022-07-22,387.0,3
2022-07-23,375.0,3
2022-07-24,371.0,3
2022-07-25,345.0,3
2022-07-26,351.0,3
2022-07-27,357.0,3
2022-07-28,303.0,3
2022-07-29,329.0,3
2022-07-30,335.0,3
2022-07-31,360.0,3
2022-08-01,319.0,3
2022-08-02,320.0,3
2022-08-03,331.0,3
2022-08-04,309.0,3
2022-08-05,333.0,3
2022-08-06,331.0,3
2022-08-07,314.0,3
2022-08-08,355.0,3
2022-08-09,347.0,3
2022-08-10,338.0,3
2022-08-11,316.0,3
2022-08-12,321.0,3
2022-08-13,341.0,3
2022-08-14,298.0,3
2022-08-15,313.0,3
2022-08-16,338.0,3
2022-08-17,300.0,3
2022-08-18,310.0,3
2022-08-19,317.0,3
2022-08-20,348.0,3
2022-08-21,335.0,3
2022-08-22,319.0,3
2022-08-23,332.0,3
2022-08-24,325.0,3
2022-08-25,358.0,3
2022-08-26,359.0,3
2022-08-27,348.0,3
2022-08-28,329.0,3
2022-08-29,321.0,3
2022-08-30,334.0,3
2022-08-31,326.0,3
2022-09-01,273.0,3
2022-09-02,321.0,3
2022-09-03,354.0,3
2022-09-04,357.0,3
2022-09-05,324.0,3
2022-09-06,344.0,3
2022-09-07,360.0,3
2022-09-08,312.0,3
2022-09-09,311.0,3
2022-09-10,323.0,3
2022-09-11,319.0,3
2022-09-12,261.0,3
2022-09-13,320.0,3
2022-09-14,320.0,3
2022-09-15,369.0,3
2022-09-16,295.0,3
2022-09-17,358.0,3
2022-09-18,295.0,3
2022-09-19,255.0,3
2022-09-20,345.0,3
2022-09-21,286.0,3
2022-09-22,316.0,3
2022-09-23,345.0,3
2022-09-24,261.0,3
2022-09-25,376.0,3
2022-09-26,313.0,3
2022-09-27,356.0,3
2022-09-28,332.0,3
2022-09-29,401.0,3
2022-09-30,384.0,3
2022-10-01,388.0,3
2022-10-02,425.0,3
2022-10-03,328.0,3
2022-10-04,401.0,3
2022-10-05,372.0,3
2022-10-06,382.0,3
2022-10-07,410.0,3
2022-10-08,385.0,3
2022-10-09,401.0,3
2022-10-10,406.0,3
2022-10-11,401.0,3
2022-10-12,424.0,3
2022-10-13,413.0,3
2022-10-14,368.0,3
2022-10-15,457.0,3
2022-10-16,395.0,3
2022-10-17,329.0,3
2022-10-18,304.0,3
2022-10-19,383.0,3
2022-10-20,356.0,3
2022-10-21,385.0,3
2022-10-22,446.0,3
2022-10-23,396.0,3
2022-10-24,328.0,3
2022-10-25,421.0,3
2022-10-26,404.0,3
2022-10-27,347.0,3
2022-10-28,374.0,3
2022-10-29,426.0,3
2022-10-30,373.0,3
2022-10-31,340.0,3
2022-11-01,387.0,3
